symbol,exchange,first_seen,last_seen,trading_days,source,universe_reason,data_status
6957,TWSE,2024-06-27,2026-08-19,521,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6958,TWSE,2023-06-27,2026-08-19,766,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6962,TWSE,2024-11-26,2026-08-19,420,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6965,TWSE,2025-03-07,2026-08-19,356,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6969,TWSE,2024-09-09,2026-08-19,471,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6988,TWSE,2024-10-23,2026-08-19,443,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6994,TWSE,2023-12-21,2026-08-19,643,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7610,TWSE,2025-09-09,2026-08-20,229,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
7631,TWSE,2023-12-27,2026-08-19,639,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7689,TWSE,2025-10-07,2026-08-19,211,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7705,TWSE,2023-12-22,2026-08-19,642,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7711,TWSE,2025-11-20,2026-08-19,181,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7721,TWSE,2023-12-27,2026-08-19,639,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7722,TWSE,2024-12-05,2026-08-20,414,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
7730,TWSE,2024-03-19,2026-08-19,589,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7732,TWSE,2024-03-13,2026-08-19,593,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7736,TWSE,2025-03-18,2026-08-20,350,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
7740,TWSE,2024-10-17,2026-08-19,447,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7749,TWSE,2025-06-13,2026-08-19,290,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7750,TWSE,2024-06-18,2026-08-19,528,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7760,TWSE,2024-11-08,2026-08-19,432,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7765,TWSE,2024-08-20,2026-08-19,485,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7768,TWSE,2025-04-01,2026-08-19,339,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7769,TWSE,2024-11-01,2026-08-19,437,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7780,TWSE,2024-10-28,2026-08-19,440,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7786,TWSE,2024-10-25,2026-08-19,441,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7788,TWSE,2024-10-30,2026-08-19,438,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7791,TWSE,2025-10-28,2026-08-19,198,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7795,TWSE,2024-12-09,2026-08-19,411,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7799,TWSE,2025-09-15,2026-08-19,225,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7803,TWSE,2026-05-20,2026-08-19,65,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,EXCLUDE_INSUFFICIENT_HISTORY
7818,TWSE,2025-02-07,2026-08-19,375,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7821,TWSE,2025-03-31,2026-08-19,340,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7822,TWSE,2025-03-27,2026-08-19,342,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7823,TWSE,2026-02-05,2026-08-19,128,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
7827,TWSE,2026-05-29,2026-08-20,58,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,EXCLUDE_INSUFFICIENT_HISTORY
7835,TWSE,2026-07-24,2026-08-19,19,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,EXCLUDE_INSUFFICIENT_HISTORY
7855,TWSE,2025-09-26,2026-08-20,210,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8011,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8016,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8021,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8028,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8033,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8039,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8045,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8046,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8070,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8072,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8081,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8101,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8103,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8104,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8105,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8110,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8112,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8114,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8131,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8150,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8162,TWSE,2022-09-26,2026-08-19,944,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8163,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8201,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8210,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8213,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8215,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8222,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8249,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8261,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8271,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8341,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8367,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8374,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8404,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8411,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8422,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8427,TWSE,2018-01-02,2022-02-23,872,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
8429,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8438,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8442,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8443,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8454,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8462,TWSE,2018-01-02,2019-03-14,288,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8463,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8464,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8466,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8467,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8473,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8476,TWSE,2018-01-02,2023-10-30,1409,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8478,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8480,TWSE,2018-01-02,2022-12-14,1125,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
8481,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8482,TWSE,2018-08-15,2026-08-20,1879,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
8487,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8488,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8497,TWSE,2018-03-08,2020-10-21,612,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
8499,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8926,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8940,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
8996,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9103,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9105,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9110,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9136,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9157,TWSE,2018-01-02,2019-11-11,435,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
9188,TWSE,2018-01-02,2022-03-03,981,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
9802,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9902,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9904,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9905,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9906,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9907,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9908,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9910,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9911,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9912,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9914,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9917,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9918,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9919,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9921,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9924,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9925,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9926,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9927,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
9928,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
